wavelength_um,coupling_eff_mode1
0.98,0.519299505314184
0.987081632653061,0.521216337271627
0.994163265306122,0.523012174497528
1.00124489795918,0.524718034760474
1.00832653061224,0.526344839349124
1.01540816326531,0.527902862010269
1.02248979591837,0.529401026425987
1.02957142857143,0.530847200631244
1.03665306122449,0.532248134317072
1.04373469387755,0.533609782633085
1.05081632653061,0.534937174781791
1.05789795918367,0.536234640491833
1.06497959183673,0.537505994362596
1.0720612244898,0.538754609086097
1.07914285714286,0.539982814727197
1.08622448979592,0.541193335662909
1.09330612244898,0.542387567762701
1.10038775510204,0.543567782174743
1.1074693877551,0.544734906904852
1.11455102040816,0.545890549810855
1.12163265306122,0.547033867716552
1.12871428571429,0.548170740277489
1.13579591836735,0.549281172502928
1.14287755102041,0.550394346056731
1.14995918367347,0.551492716048102
1.15704081632653,0.552587560139284
1.16412244897959,0.553665077072
1.17120408163265,0.554736587749662
1.17828571428571,0.5557969015282
1.18536734693878,0.556845358873879
1.19244897959184,0.557882778588426
1.1995306122449,0.558908937382617
1.20661224489796,0.559922235344167
1.21369387755102,0.56092098505958
1.22077551020408,0.561905958658019
1.22785714285714,0.562876882743443
1.2349387755102,0.563832667571502
1.24202040816327,0.564772423918078
1.24910204081633,0.565695459336084
1.25618367346939,0.566601071199385
1.26326530612245,0.567487722354566
1.27034693877551,0.568355611330597
1.27742857142857,0.56920430957618
1.28451020408163,0.570032876245641
1.29159183673469,0.570839999086011
1.29867346938776,0.571625713991348
1.30575510204082,0.572389571522604
1.31283673469388,0.57312477459847
1.31991836734694,0.57385092532477
1.327,0.574546997875385
1.49,0.579865848690233
1.50979591836735,0.580329693352982
1.52959183673469,0.580785442043626
1.54938775510204,0.581256516862891
1.56918367346939,0.581748982667094
1.58897959183673,0.582267202499246
1.60877551020408,0.582815159038947
1.62857142857143,0.583395593854608
1.64836734693878,0.584011422074059
1.66816326530612,0.584664528861655
1.68795918367347,0.585356497704742
1.70775510204082,0.586088155001542
1.72755102040816,0.58686004151994
1.74734693877551,0.587670457435962
1.76714285714286,0.588523006787825
1.7869387755102,0.58940745993869
1.80673469387755,0.590318709251488
1.8265306122449,0.591106421330004
1.84632653061224,0.592261789891639
1.86612244897959,0.593241708048813
1.88591836734694,0.594112541550168
1.90571428571429,0.595376923964905
1.92551020408163,0.595925457892298
1.94530612244898,0.597185225203191
1.96510204081633,0.598457754664798
1.98489795918367,0.599635694329745
2.00469387755102,0.60074517135627
2.02448979591837,0.601894082840479
2.04428571428571,0.603020248537639
2.06408163265306,0.604120469660505
2.08387755102041,0.605196550281148
2.10367346938776,0.6062457938573
2.1234693877551,0.607261004865276
2.14326530612245,0.608235284572357
2.1630612244898,0.609162330782376
2.18285714285714,0.610034949525635
2.20265306122449,0.610845918132285
2.22244897959184,0.611587195246614
2.24224489795918,0.612250603897213
2.26204081632653,0.61282736490825
2.28183673469388,0.613307724661581
2.30163265306122,0.613681883115428
2.32142857142857,0.613936998160685
2.34122448979592,0.614054976588973
2.36102040816327,0.614035879185638
2.38081632653061,0.613841649542519
2.40061224489796,0.613437923474568
2.42040816326531,0.612866636027072
2.44020408163265,0.611933149549984
2.46,0.610612395395241
